Time,X Position,Y Position,Error,Linear Velocity,Angular Velocity
0.09592771530151367,-0.12024664324689058,-5.953633937210606,2.8830767226733185,0.14415383613366592,-0.07744556813961283
0.16729116439819336,-0.12024700618175709,-5.953633574006967,2.8830767434652063,0.14415383717326033,-0.07744539354676315
0.2582283020019531,-0.12024738015944939,-5.953633199743479,2.8830767648838194,0.14415383824419098,-0.07744521366714484
0.32596445083618164,-0.12024774318128668,-5.953632836435635,2.8830767856692416,0.1441538392834621,-0.07744503908191469
0.39089322090148926,-0.12024810624597189,-5.953632473076458,2.8830768064514802,0.14415384032257403,-0.07744486450044387
0.45093822479248047,-0.12024848035744189,-5.953632098652686,2.883076827860149,0.14415384139300744,-0.07744468463256336
0.510427713394165,-0.12024884350914651,-5.953631735189243,2.8830768486359166,0.14415384243179583,-0.07744451005873694
0.5633697509765625,-0.1207376707905856,-5.953078001032195,2.883061211009262,0.14415306055046312,-0.07745377630691075
0.6172235012054443,-0.12200850982998468,-5.951638336865155,2.8830213862738967,0.14415106931369484,-0.0774847964155689
0.6645064353942871,-0.12396412006867526,-5.949422729189802,2.8829624625410784,0.1441481231270539,-0.07753416091777726
0.7115335464477539,-0.12665408030681724,-5.946373048233313,2.882884947439747,0.14414424737198736,-0.07758435524538683
0.7583756446838379,-0.12988179105872721,-5.94270602103451,2.8827943263519984,0.14413971631759992,-0.07755452509987179
0.8179018497467041,-0.13302757582114125,-5.9391136164175995,2.8827015552411175,0.1441350777620559,-0.0775087580234852
0.8623273372650146,-0.13616452775292961,-5.935512618639972,2.882604375654845,0.14413021878274226,-0.07746281729469853
0.913245677947998,-0.13939410906770142,-5.9317995842908635,2.8825087662971534,0.14412543831485766,-0.07741551558857035
0.9577922821044922,-0.14258874803186317,-5.928234299905511,2.8824944160440005,0.14412472080220004,-0.07736420840129653
1.0092902183532715,-0.14596059230733885,-5.924742295307283,2.8826688618502145,0.14413344309251072,-0.07728242911223984
1.0585691928863525,-0.14977702992381647,-5.921232633332836,2.883171189813586,0.14415855949067932,-0.0771394420984019
1.1100687980651855,-0.15398659387212757,-5.917907826686415,2.8840992837012145,0.14420496418506074,-0.07693663386642503
1.1608364582061768,-0.15887180578667193,-5.91465565796201,2.8855907129020473,0.14427953564510237,-0.07666938054560253
1.2147340774536133,-0.16475725413682,-5.91137538223667,2.887824409682549,0.14439122048412745,-0.07635188425807132
1.274902582168579,-0.17128222828385675,-5.908270529549287,2.890668249524256,0.14453341247621282,-0.07610260074252138
1.337580680847168,-0.17843719631850502,-5.905256702818508,2.8940614578717714,0.14470307289358858,-0.07594158855544676
1.399383783340454,-0.1862454087032025,-5.9022707379297605,2.8979825650717204,0.14489912825358603,-0.07586292329796245
1.4638938903808594,-0.19404533843482577,-5.899508884324657,2.9020628781499367,0.14510314390749685,-0.07586509422064333
1.5134658813476562,-0.20188229228432217,-5.8968999107452555,2.906288853582971,0.14531444267914856,-0.07593635907906619
1.5634543895721436,-0.2098307493164408,-5.894388029365167,2.9106799800779375,0.14553399900389688,-0.07607093023867176
1.6094508171081543,-0.21729111379373528,-5.8921326393203834,2.914883498201975,0.14574417491009875,-0.07624764960330709
1.6598219871520996,-0.22440127216320105,-5.8900640858142985,2.9189558523702113,0.14594779261851057,-0.07645441175863016
1.7180452346801758,-0.2312903599466823,-5.8881308226040225,2.922959916532955,0.14614799582664775,-0.07668057145255192
1.777700662612915,-0.23753256731406186,-5.886425292659251,2.9266281578935844,0.14633140789467922,-0.07686987223633518
1.827233076095581,-0.2434093889938224,-5.884783265518987,2.930067174077422,0.1465033587038711,-0.07690185700304275
1.8791799545288086,-0.24923456971804325,-5.883019937918396,2.933397388049037,0.14666986940245186,-0.07685770704172432
1.9290175437927246,-0.25476231374020625,-5.881197164208789,2.9364699661481772,0.14682349830740887,-0.07681460728225992
1.9772801399230957,-0.2602160336978563,-5.879298435464792,2.93944537770738,0.14697226888536902,-0.07677151940645831
2.0223090648651123,-0.26582265650435205,-5.877315378408506,2.9424930485453165,0.14712465242726583,-0.07672738775290999
2.0677225589752197,-0.271334949616571,-5.875418579189594,2.9455317517418185,0.14727658758709092,-0.07668022212806846
2.110081672668457,-0.27703092361681664,-5.87357740226509,2.9487560274437175,0.14743780137218587,-0.07660360730281379
2.1567251682281494,-0.28323831572780894,-5.87174677773337,2.952391099831256,0.14761955499156282,-0.07645116876038151
2.1996426582336426,-0.28974467137360205,-5.87004182078456,2.956346913264246,0.1478173456632123,-0.07619058467539286
2.2436470985412598,-0.2968758523799649,-5.868413940842676,2.960846050638474,0.14804230253192371,-0.07578874301539965
2.287531852722168,-0.30493546940103594,-5.866828298452571,2.9661044172460103,0.14830522086230052,-0.07528454929458235
2.3342301845550537,-0.3134178153394697,-5.865398075422862,2.9718028144749713,0.14859014072374857,-0.07483740212694674
2.386009454727173,-0.3225185529527771,-5.864091861177189,2.97807503191523,0.1489037515957615,-0.07455619692619891
2.4347333908081055,-0.3324021303343885,-5.862897699260878,2.985043975471696,0.1492521987735848,-0.07448362146123315
2.4868359565734863,-0.34228256765981124,-5.861925342557509,2.992165371101827,0.14960826855509135,-0.07460713607570225
2.529581308364868,-0.352263426952932,-5.861165658067603,2.9995134333005686,0.14997567166502843,-0.07490099954136575
2.5774829387664795,-0.3624839283903511,-5.860627603368583,3.007202252978642,0.15036011264893212,-0.07535491975687947
2.6194610595703125,-0.3722361924822776,-5.860311704072589,3.014674806547511,0.15073374032737555,-0.07585976253012741
